,Latitude,Longitude,Number,Street,City,State,County,Zip,url
128,47.04422,-122.860512,604,Devoe St SE,Olympia,WA,Thurston County,98501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15038
125,47.508632,-122.61913,1774,SE Vale Rd,Port Orchard,WA,Kitsap County,98366,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7883
23,48.105572,-122.804832,823,Commerce Loop,Port Townsend,WA,Jefferson County,98368,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7833
131,46.713721,-117.182813,,Fairmount Rd,Pullman,WA,Whitman County,99163,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7334
92,47.478354,-122.212344,314,S 4th St,Renton,WA,King County,98057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14328
93,47.4746,-122.204878,1055,S Grady Way,Renton,WA,King County,98057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15161
108,47.607866,-122.332604,1118,5th Ave,Seattle,WA,King County,98101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8254
109,47.613296,-122.328571,1101,Pike St,Seattle,WA,King County,98101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7989
110,47.613198,-122.341625,2030,3rd Ave,Seattle,WA,King County,98121,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7813
111,47.615524,-122.333971,1830,9th Ave,Seattle,WA,King County,98101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15160
95,47.537304,-122.283972,3802,S Othello St,Seattle,WA,King County,98118,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8017
100,47.599414,-122.331328,318,2nd Ave S,Seattle,WA,King County,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8016
102,47.377259,-122.236467,515,3rd Ave S,Kent,WA,King County,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15155
104,47.600746,-122.335189,77,S Washington St,Seattle,WA,King County,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7466
105,47.603953,-122.330498,600,4th Ave,Seattle,WA,King County,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15159
118,47.659266,-122.312375,1415,NE 43rd St,Seattle,WA,King County,98105,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15180
115,47.62072,-122.353764,232,Warren Ave N,Seattle,WA,King County,98109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7941
117,47.636512,-122.344179,1911,Aurora Ave N,Seattle,WA,King County,98109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15036
114,47.625122,-122.308323,620,18th Ave E,Seattle,WA,King County,98112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15602
112,47.615163,-122.344428,314,Bell St,Seattle,WA,King County,98121,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15097
97,47.588596,-122.338654,1561,Alaskan Way S,Seattle,WA,King County,98134,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7949
98,47.595494,-122.325375,811,Maynard Ave S,Seattle,WA,King County,98134,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8236
99,47.599766,-122.314406,1265,S Main St,Seattle,WA,King County,98144,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8015
103,47.599897,-122.334573,97,S Main St,Seattle,WA,King County,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9739
5,47.654371,-117.420781,525,W 2nd Ave,Spokane,WA,Spokane County,99201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8206
6,47.65339,-117.413991,111,W 3rd Ave,Spokane,WA,Spokane County,99201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14559
7,47.655757,-117.413068,32,W Pacific Ave,Spokane,WA,Spokane County,99201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9536
8,47.65026,-117.409169,101,E Hartson Ave,Spokane,WA,Spokane County,99202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12628
10,47.661353,-117.392,1224,E Trent Ave,Spokane,WA,Spokane County,99202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8173
11,47.65713,-117.382312,1910,E Sprague Ave,Spokane,WA,Spokane County,99202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10413
9,47.674835,-117.407501,204,E Indiana Ave,Spokane,WA,Spokane County,99207,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15682
94,47.194193,-122.434351,6832,Pacific Ave,Tacoma,WA,Pierce County,98408,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15083
88,47.256976,-122.443754,721,S Fawcett Ave,Tacoma,WA,Pierce County,98402,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12868
90,47.235764,-122.439087,425,S Tacoma Way,Tacoma,WA,Pierce County,98402,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14953
89,47.249226,-122.445977,702,S 14th St,Tacoma,WA,Pierce County,98405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14955
91,47.250348,-122.448959,901,S 13th St,Tacoma,WA,Pierce County,98405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15082
129,47.448432,-120.336512,1707,Stella Ave,Wenatchee,WA,Chelan County,98801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10572
121,47.761953,-122.113938,16902,NE Woodinville Duvall Rd,Woodinville,WA,King County,98072,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20356
133,46.605659,-120.50492,221,E Martin Luther King Jr Blvd,Yakima,WA,Yakima County,98901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12239
135,46.600607,-120.499111,204,S Naches Ave,Yakima,WA,Yakima County,98901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10568
134,46.602317,-120.53084,310,N 16th Ave,Yakima,WA,Yakima County,98902,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10569
136,46.598449,-120.520928,818,W Yakima Ave,Yakima,WA,Yakima County,98902,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10579
99,27.88755,-81.82796,1060,US Highway 17 S,Bartow,FL,Polk County,33830,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15593
102,26.696413,-80.682677,1500,NW Ave L,Belle Glade,FL,Palm Beach County,33430,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14407
104,29.06191,-82.051003,5930,SE Robinson Rd,Belleview,FL,Marion County,34420,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12698
110,28.925408,-82.461035,21,S Melbourne St,Beverly Hills,FL,Citrus County,34465,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10462
95,26.34663,-80.0895,300,SW 2nd Ave,Boca Raton,FL,Palm Beach County,33432,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11365
133,26.339348,-81.778179,10540,Childers St,Bonita Springs,FL,Lee County,34135,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7223
120,26.546611,-80.062773,291,NE 19th Ave,Boynton Beach,FL,Palm Beach County,33435,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11036
121,26.534486,-80.205086,9538,US Hwy 441,Cypress Quarters,FL,Palm Beach County,33472,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7448
47,27.488595,-82.575515,1204,14th St W,Bradenton,FL,Manatee County,34205,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7956
114,28.573002,-82.379075,1163,Howell Ave,Brooksville,FL,Hernando County,34601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9648
116,28.556302,-82.375775,1090,Mondon Hill Rd,Brooksville,FL,Hernando County,34601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9649
117,28.544483,-82.373671,820,Kennedy Blvd,Brooksville,FL,Hernando County,34601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7763
156,29.467445,-81.257983,205,N Pine St,Bunnell,FL,Flagler County,32110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10515
50,27.977043,-82.783975,1120,N Betty Ln,Clearwater,FL,Pinellas County,33755,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9475
44,27.885034,-82.711734,5726,126th Ave N,Clearwater,FL,Pinellas County,33760,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9926
45,27.90563,-82.70179,14840,49th St N,Clearwater,FL,Pinellas County,33762,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15456
165,28.354488,-80.749244,113,Aurora St,Cocoa,FL,Brevard County,32922,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10793
166,30.743777,-86.565936,120,Duggan Ave,Crestview,FL,Okaloosa County,32536,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16015
111,28.898504,-82.561842,2488,N Pennsylvania Ave,Crystal River,FL,Citrus County,34428,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9998
18,28.337843,-81.677737,,Polo Park Blvd,Davenport,FL,Polk County,33897,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15514
159,29.221686,-81.029466,316,North St,Daytona Beach,FL,Volusia County,32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13215
160,29.221702,-81.030331,605,N Segrave St,Daytona Beach,FL,Volusia County,32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7549
161,29.206168,-81.01905,336,S Palmetto Ave,Daytona Beach,FL,Volusia County,32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7861
162,29.200041,-81.014707,105,South St,Daytona Beach,FL,Volusia County,32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8460
17,29.024659,-81.30717,259,W Voorhis Ave,Deland,FL,Volusia County,32720,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8461
118,26.473504,-80.064267,840,George Bush Blvd,Delray Beach,FL,Palm Beach County,33483,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11029
170,30.394443,-86.504194,307,Harbor Blvd,Destin,FL,Okaloosa County,32541,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20340
15,28.835688,-81.685989,16,W St Louis Ave,Eustis,FL,Lake County,32726,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13958
75,26.135714,-80.15042,920,NW 7th Ave,Fort Lauderdale,FL,Broward County,33311,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11007
73,26.133702,-80.105698,733,Breakers Ave,Fort Lauderdale,FL,Broward County,33304,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11003
89,26.169057,-80.157548,3217,NW 10th Ter,Fort Lauderdale,FL,Broward County,33309,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11030
79,26.138908,-80.143783,1100,N Andrews Ave,Fort Lauderdale,FL,Broward County,33311,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11008
69,26.122331,-80.16077,1445,W Broward Blvd,Fort Lauderdale,FL,Broward County,33312,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11002
64,26.091044,-80.209264,4361,SW 25th St,Fort Lauderdale,FL,Broward County,33317,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8134
140,26.633065,-81.86385,2400,Edison Ave,Fort Myers,FL,Lee County,33901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7959
142,26.662461,-81.827701,4231,Desoto Ave,Fort Myers,FL,Lee County,33905,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13689
143,26.667278,-81.815614,599,Carolina Ave,Fort Myers,FL,Lee County,33905,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13631
176,27.446949,-80.335888,1203,Orange Ave,Fort Pierce,FL,St. Lucie County,34950,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11033
167,30.424694,-86.652834,305,Lovejoy Rd,Fort Walton Beach,FL,Okaloosa County,32548,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14920
168,30.414944,-86.612021,8,Bobolink St NE,Fort Walton Beach,FL,Okaloosa County,32548,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14630
169,30.410754,-86.601141,16,Ferry Rd SE,Fort Walton Beach,FL,Okaloosa County,32548,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14631
97,27.745473,-81.53035,17,Scenic Hwy S,Frostproof,FL,Polk County,33843,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7488
72,26.135714,-80.15042,920,NW 7th Ave,Fort Lauderdale,FL,Broward County,33311,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7218
141,26.643548,-81.831982,6900,Mission Ln,Fort Myers,FL,Lee County,33916,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7489
1,29.649925,-82.329679,226,SW 5th St,Gainesville,FL,Alachua County,32601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13389
2,29.648058,-82.324821,413,S Main St,Gainesville,FL,Alachua County,32601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12265
4,29.680298,-82.288164,3055,NE 28th Dr,Gainesville,FL,Alachua County,32609,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15237
62,25.994069,-80.158469,750,NW 8th Ave,Hallandale Beach,FL,Broward County,33009,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15302
70,25.890454,-80.293816,7450,W 4th Ave,Hialeah,FL,Miami-Dade County,33014,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11369
182,27.058233,-80.135411,12001,SE Federal Hwy,Hobe Sound,FL,Martin County,33455,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8065
157,29.239675,-81.038705,810,Ridgewood Ave,Daytona Beach,FL,Volusia County,32117,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8459
158,29.234733,-81.034776,501,Ridgewood Ave,Daytona Beach,FL,Volusia County,32117,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7380
63,26.029579,-80.148185,2020,Scott St,Hollywood,FL,Broward County,33020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7674
66,26.039679,-80.165985,3400,N 29th Ave,Hollywood,FL,Broward County,33020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15347
65,26.029564,-80.148936,2056,Scott St,Hollywood,FL,Broward County,33020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11005
100,25.4844,-80.3908,28205,SW 125th Ave,Homestead,FL,Miami-Dade County,33033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11026
113,28.80437,-82.557906,7463,W Grover Cleveland Blvd,Homosassa,FL,Citrus County,34446,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14929
155,28.362865,-82.69823,14121,Water Tower Dr,Hudson,FL,Pasco County,34667,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10321
144,26.418867,-81.422629,602,W Main St,Immokalee,FL,Collier County,34142,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7635
109,28.831113,-82.329168,306,S Park Ave,Inverness,FL,Citrus County,34452,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15030
21,30.286971,-81.397405,800,Shetter Ave,Jacksonville Beach,FL,Duval County,32250,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9226
20,30.333355,-81.659554,234,State St W,Jacksonville,FL,Duval County,32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7310
22,30.32697,-81.648995,611,Adams St E,Jacksonville,FL,Duval County,32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7632
23,30.333702,-81.664222,622,Union St W,Jacksonville,FL,Duval County,32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15209
24,30.332639,-81.664252,613,Ashley St W,Jacksonville,FL,Duval County,32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10313
25,30.27082,-81.591041,3015,Parental Home Rd,Jacksonville,FL,Duval County,32216,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8264
198,24.56575,-81.76033,1614,Truesdell Ct,Key West,FL,Monroe County,33040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7999
199,24.576456,-81.749419,5537,College Rd,Key West,FL,Monroe County,33040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15001
16,28.29633,-81.410823,330,N Beaumont Ave,Kissimmee,FL,Osceola County,34741,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15580
194,30.195549,-82.637767,127,Escambia St NW,Lake City,FL,Columbia County,32055,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8097
98,27.902535,-81.5887,140,Park Ave E,Lake Wales,FL,Polk County,33853,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7693
123,26.617001,-80.106083,4051,Kirk Rd,Lake Worth,FL,Palm Beach County,33461,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11366
124,26.618089,-80.065323,1712,2nd Ave N,Lake Worth Beach,FL,Palm Beach County,33460,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15584
51,28.042726,-81.621548,100,Smith Ave,Haines City,FL,Polk County,33844,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14811
153,28.05194,-81.955507,814,Kentucky Ave N,Lakeland,FL,Polk County,33801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8102
154,28.05494,-81.94831,801,E Memorial Blvd,Lakeland,FL,Polk County,33801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14684
152,28.049063,-81.956436,117,E Magnolia St,Lakeland,FL,Polk County,33801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7707
91,26.16656,-80.242799,7155,W Oakland Park Blvd,Lauderhill,FL,Broward County,33313,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15344
52,28.81377,-81.861785,1010,E North Blvd,Leesburg,FL,Lake County,34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7700
53,28.811459,-81.885194,115,N 13th St,Leesburg,FL,Lake County,34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13956
54,28.811459,-81.885194,115,N 13th St,Leesburg,FL,Lake County,34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13957
55,28.811459,-81.885194,115,N 13th St,Leesburg,FL,Lake County,34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7284
56,28.811459,-81.885194,115,N 13th St,Leesburg,FL,Lake County,34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8245
57,28.811984,-81.886216,1309,High St,Leesburg,FL,Lake County,34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13955
76,25.790962,-80.135667,701,Lincoln Rd,Miami Beach,FL,Miami-Dade County,33139,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7400
71,25.810842,-80.197738,3620,NW 1st Ave,Miami,FL,Miami-Dade County,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7805
77,25.798943,-80.196303,2236,NW Miami Ct,Miami,FL,Miami-Dade County,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11367
78,25.798701,-80.197124,2250,NW 1st Ave,Miami,FL,Miami-Dade County,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7762
81,25.797908,-80.197506,2159,NW CT 1,Miami,FL,Miami-Dade County,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15319
85,25.791434,-80.207666,724,NW 17th St,Miami,FL,Miami-Dade County,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7723
88,25.776,-80.196946,111,NW 1st St,Miami,FL,Miami-Dade County,33128,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15318
87,25.774471,-80.189667,223,E Flagler St,Miami,FL,Miami-Dade County,33131,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11027
82,25.789934,-80.195204,1550,N Miami Ave,Miami,FL,Miami-Dade County,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7595
83,25.789934,-80.195204,1550,N Miami Ave,Miami,FL,Miami-Dade County,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10207
84,25.789901,-80.199246,217,NW 15th St,Miami,FL,Miami-Dade County,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7082
86,25.79062,-80.206447,1603,NW 7th Ave,Miami,FL,Miami-Dade County,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7225
68,25.820314,-80.192705,162,NE 49th St,Miami,FL,Miami-Dade County,33137,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7352
67,25.836427,-80.202998,361,NW 67th St,Miami,FL,Miami-Dade County,33150,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11368
80,25.81158,-80.23006,1907,NW 38th St,Miami,FL,Miami-Dade County,33142,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7975
74,25.805188,-80.207017,3033,NW 7th Ave,Miami,FL,Miami-Dade County,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7759
136,26.140899,-81.767987,3180,Estey Ave,Naples,FL,Collier County,34104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7960
137,26.134769,-81.765637,2001,Airport Rd S,Naples,FL,Collier County,34112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9744
138,26.12728,-81.767728,3174,Tamiami Trl E,Naples,FL,Collier County,34112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7251
139,26.117617,-81.682632,3805,The Lords Way,Naples,FL,Collier County,34114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7141
60,27.051419,-82.242612,6919,Outreach Way,North Port,FL,Sarasota County,34287,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7818
90,26.180455,-80.148368,221,NW CT 43,Fort Lauderdale,FL,Broward County,33309,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11004
107,29.205768,-82.127925,1839,NE 8th Rd,Ocala,FL,Marion County,34470,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20395
105,29.19005,-82.137929,320,NW 1st Ave,Ocala,FL,Marion County,34475,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7972
106,29.189067,-82.141711,435,NW 2nd St,Ocala,FL,Marion County,34475,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7647
9,28.543012,-81.387768,18,N Terry Ave,Orlando,FL,Orange County,32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15578
10,28.54213,-81.388569,639,W Central Blvd,Orlando,FL,Orange County,32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7323
11,28.541687,-81.384559,410,W Central Blvd,Orlando,FL,Orange County,32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7845
5,28.572621,-81.372676,2313,N Orange Ave,Orlando,FL,Orange County,32804,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11071
6,28.552797,-81.384387,400,W Colonial Dr,Orlando,FL,Orange County,32804,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7958
7,28.5519,-81.384356,624,Lexington Ave,Orlando,FL,Orange County,32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7983
12,28.560617,-81.307418,5931,E Colonial Dr,Orlando,FL,Orange County,32807,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10224
8,28.553179,-81.427528,3955,W Colonial Dr,Orlando,FL,Orange County,32808,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11355
103,26.834525,-80.649904,1749,E Main St,Pahokee,FL,Palm Beach County,33476,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20475
163,29.653949,-81.656308,2600,Peters St,Palatka,FL,Putnam County,32177,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15511
191,30.175726,-85.688268,1824,W 15th St,Panama City,FL,Bay County,32401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14134
192,30.159282,-85.655489,609,Allen Ave,Panama City,FL,Bay County,32401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7863
193,30.167258,-85.619099,3128,11th St E,Panama City,FL,Bay County,32401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7256
183,30.47895,-87.286334,,Liana Ln,Pensacola,FL,Escambia County,32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7710
185,30.426013,-87.245091,1310,N S St,Pensacola,FL,Escambia County,32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7980
186,30.429169,-87.246131,1614,N T St,Pensacola,FL,Escambia County,32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9572
187,30.449224,-87.235943,380,W Herman St,Pensacola,FL,Escambia County,32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8151
188,30.465036,-87.23971,31,Murphy Ln,Pensacola,FL,Escambia County,32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7110
189,30.520433,-87.268648,50,W Johnson Ave,Pensacola,FL,Escambia County,32534,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15865
