,Latitude,Longitude,Number,Street,City,State,County,Zip,url
44,41.688259,-87.627527,11321,S Wentworth Ave,Chicago,IL,Cook County,60628,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12181
45,41.686904,-87.622388,33,E 114th St,Chicago,IL,Cook County,60628,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13431
21,41.96195,-87.674885,4410,N Ravenswood Ave,Chicago,IL,Cook County,60640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14427
24,41.966653,-87.658989,4628,N Clifton Ave,Chicago,IL,Cook County,60640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9627
26,41.970458,-87.655003,4838,N Sheridan Rd,Chicago,IL,Cook County,60640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14642
49,41.777977,-87.595547,6423,S Woodlawn Ave,Chicago,IL,Cook County,60637,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8073
9,41.909713,-87.715751,3533,W North Ave,Chicago,IL,Cook County,60647,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14910
7,41.897114,-87.769994,915,N Menard Ave,Chicago,IL,Cook County,60651,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15800
11,41.897905,-87.710265,924,N Christiana Ave,Chicago,IL,Cook County,60651,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20319
12,41.897418,-87.709674,825,N Christiana Ave,Chicago,IL,Cook County,60651,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20320
13,41.906018,-87.696511,1343,N California Ave,Chicago,IL,Cook County,60622,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12408
126,40.137984,-87.611909,834,N Bowman Ave,Danville,IL,Vermilion County,61832,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15040
125,40.137984,-87.611909,834,N Bowman Ave,Danville,IL,Vermilion County,61832,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7377
131,39.814512,-88.953478,2225,S Franklin Street Rd,Decatur,IL,Macon County,62521,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11858
128,39.85033,-88.959367,929,N Union St,Decatur,IL,Macon County,62522,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11856
129,39.846669,-88.958338,243,W Cerro Gordo St,Decatur,IL,Macon County,62522,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11854
130,39.841156,-88.957904,229,W Main St,Decatur,IL,Macon County,62523,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11859
127,39.848455,-88.954298,758,N Water St,Decatur,IL,Macon County,62523,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11860
75,38.628458,-90.11118,1410,N 37th St,East Saint Louis,IL,St. Clair County,62204,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7257
76,38.613404,-90.128142,510,N 25th St,East Saint Louis,IL,St. Clair County,62205,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9525
14,42.044971,-88.273249,453,Fremont St,Elgin,IL,Kane County,60120,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15686
22,42.023163,-88.318875,1730,Berkley St,Elgin,IL,Kane County,60123,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15540
111,40.711998,-89.268773,300,Reagan Dr,Eureka,IL,Woodford County,61530,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13233
25,42.048966,-87.689152,1215,Church St,Evanston,IL,Cook County,60201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14935
29,42.044635,-87.680844,1458,Chicago Ave,Evanston,IL,Cook County,60201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7354
30,42.044635,-87.680844,1458,Chicago Ave,Evanston,IL,Cook County,60201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7581
139,42.293808,-89.616836,514,S Chicago Ave,Freeport,IL,Stephenson County,61032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7481
117,40.936767,-90.364094,435,E 3rd St,Galesburg,IL,Knox County,61401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7492
62,38.700023,-90.152789,1825,Delmar Ave,Granite City,IL,Madison County,62040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14112
110,37.740698,-88.541806,,N Jackson St,Harrisburg,IL,Saline County,62946,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15947
99,39.734311,-90.235011,100,S Fayette St,Jacksonville,IL,Morgan County,62650,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14137
53,41.528219,-88.06484,611,E Cass St,Joliet,IL,Will County,60432,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12303
54,41.523907,-88.071857,364,E Washington St,Joliet,IL,Will County,60433,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15943
55,41.524016,-88.072616,350,E Washington St,Joliet,IL,Will County,60433,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7780
46,41.550943,-88.1221,1550,Plainfield Rd,Joliet,IL,Will County,60435,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9504
112,41.128347,-87.872518,660,N 5th Ave,Kankakee,IL,Kankakee County,60901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20361
5,41.820404,-87.898426,,Ogden Ave,Western Springs,IL,Cook County,60558,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13385
153,40.441048,-90.672383,1306,Maple Ave,Macomb,IL,McDonough County,61455,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14805
81,37.733193,-88.926568,103,E Calvert St,Marion,IL,Williamson County,62959,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7738
94,39.483375,-88.377332,1812,Western Ave,Mattoon,IL,Coles County,61938,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15790
3,41.870093,-87.842625,1851,S 9th Ave,Maywood,IL,Cook County,60153,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14739
47,42.317798,-88.27574,,S State Rte 31,McHenry,IL,McHenry County,60050,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15055
148,38.407491,-87.762078,217,W 3rd St,Mount Carmel,IL,Wabash County,62863,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13779
109,38.319625,-88.911283,1717,Jefferson Ave,Mount Vernon,IL,Jefferson County,62864,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15227
158,41.351228,-88.845786,1120,Canal St,Ottawa,IL,Lasalle County,61350,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9954
6,42.098885,-88.015074,1140,E Northwest Hwy,Arlington Heights,IL,Cook County,60004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14729
4,42.032822,-87.865188,1440,Renaissance Dr,Park Ridge,IL,Cook County,60068,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10248
115,40.556798,-89.655938,235,Derby St,Pekin,IL,Tazewell County,61554,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14354
123,40.697682,-89.592531,714,Hamilton Blvd,Peoria,IL,Peoria County,61603,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15741
116,40.675638,-89.643493,1127,S Laramie St,Peoria,IL,Peoria County,61605,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13624
124,40.687178,-89.597082,601,State Rte 29,Peoria,IL,Peoria County,61602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7870
162,39.936008,-91.408131,501,Broadway St,Quincy,IL,Adams County,62301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13792
133,41.510056,-90.56903,2209,3rd Ave,Rock Island,IL,Rock Island County,61201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7288
104,42.274066,-89.100007,715,W State St,Rockford,IL,Winnebago County,61102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14585
105,42.270599,-89.103712,809,Cedar St,Rockford,IL,Winnebago County,61102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7119
103,42.275192,-89.094112,412,N Church St,Rockford,IL,Winnebago County,61103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8028
101,42.258967,-89.079302,1149,Railroad Ave,Rockford,IL,Winnebago County,61104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12859
102,42.261348,-89.086554,620,Kishwaukee St,Rockford,IL,Winnebago County,61104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8162
17,41.91254,-88.316279,214,Walnut St,Saint Charles,IL,Kane County,60174,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15402
151,39.800302,-89.640824,1100,E Adams St,Springfield,IL,Sangamon County,62703,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10128
132,41.815672,-89.695341,111,E 29th St,Sterling,IL,Whiteside County,61081,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10503
83,42.363951,-87.881796,339,N Lakewood Ave,Waukegan,IL,Lake County,60085,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15951
84,42.370495,-87.854044,1800,Grand Ave,Waukegan,IL,Lake County,60085,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15950
86,42.37774,-87.840596,800,W Glen Flora Ave,Waukegan,IL,Lake County,60085,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15952
88,42.347806,-87.83384,642,S Martin Luther King Jr Ave,Waukegan,IL,Lake County,60085,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12362
1,41.85925,-88.097635,605,E Roosevelt Rd,Wheaton,IL,Dupage County,60187,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15945
2,41.864228,-88.11681,705,W Liberty Dr,Wheaton,IL,Dupage County,60187,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11405
37,41.690434,-87.783947,6602,W 111th St,Worth,IL,Cook County,60482,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13202
33,41.692173,-87.80701,11005,S 76th Ave,Worth,IL,Cook County,60482,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15857
98,41.631299,-88.443274,1204,Deer St,Yorkville,IL,Kendall County,60560,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10418
82,42.465929,-87.850311,2710,17th St,Zion,IL,Lake County,60099,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15948
1,32.452379,-99.741307,305,Grape St,Abilene,TX,Taylor County,79601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11480
3,32.439966,-99.728143,801,S Treadaway Blvd,Abilene,TX,Taylor County,79602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7096
4,32.428728,-99.73876,1726,Butternut St,Abilene,TX,Taylor County,79602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11481
2,32.452568,-99.756721,233,Fannin St,Abilene,TX,Taylor County,79603,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11482
91,35.20829,-101.846846,613,S Adams St,Amarillo,TX,Potter County,79101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7316
92,35.21001,-101.842644,409,S Monroe St,Amarillo,TX,Potter County,79101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7404
93,35.209606,-101.839607,400,S Harrison St,Amarillo,TX,Potter County,79101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16002
94,35.211904,-101.840982,209,S Jackson St,Amarillo,TX,Potter County,79101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8315
95,35.211661,-101.837911,200,S Tyler St,Amarillo,TX,Potter County,79101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14315
97,35.18774,-101.915598,7136,W I-40,Amarillo,TX,Potter County,79106,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7458
90,35.195758,-101.85101,1204,W 18th Ave,Amarillo,TX,Potter County,79102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7741
96,35.219659,-101.835313,600,N Tyler St,Amarillo,TX,Potter County,79107,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7447
35,32.743412,-97.112431,401,W Sanford St,Arlington,TX,Tarrant County,76011,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7134
39,32.734989,-97.115784,712,W Abram St,Arlington,TX,Tarrant County,76013,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13732
37,32.734724,-97.109246,210,W South St,Arlington,TX,Tarrant County,76010,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7771
36,32.739615,-97.110247,325,W Division St,Arlington,TX,Tarrant County,76011,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7132
115,30.267982,-97.737619,500,E 7th St,Austin,TX,Travis County,78701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7090
116,30.259889,-97.701014,821,Gunter St,Austin,TX,Travis County,78702,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7236
117,30.283921,-97.670487,4613,Tannehill Ln,Austin,TX,Travis County,78721,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7149
118,30.340305,-97.675972,8505,Cross Park Dr,Austin,TX,Travis County,78754,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14727
62,32.989844,-97.54456,14435,N FM 730,Azle,TX,Parker County,76020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11759
125,28.980321,-95.956603,2805,4th St,Bay City,TX,Matagorda County,77414,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7744
89,29.72961,-95.008361,3406,Wisconsin St,Baytown,TX,Harris County,77520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7161
130,30.096588,-94.123355,2350,Interstate Highway 10 E,Beaumont,TX,Jefferson County,77702,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11543
131,30.103047,-94.108392,2509,Cable Ave,Beaumont,TX,Jefferson County,77703,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9903
132,30.127475,-94.15027,5670,Concord Rd,Beaumont,TX,Jefferson County,77708,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7477
33,32.852275,-97.148091,1912,Central Dr,Bedford,TX,Tarrant County,76021,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20374
141,31.057241,-97.46273,204,Northeast St,Belton,TX,Bell County,76513,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11484
161,30.171282,-96.39475,500,E Academy St,Brenham,TX,Washington County,77833,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7450
164,25.906039,-97.491518,1254,E Tyler St,Brownsville,TX,Cameron County,78520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15737
163,25.932296,-97.470232,95,E Price Rd,Brownsville,TX,Cameron County,78521,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7486
165,25.923696,-97.431474,656,N Minnesota Ave,Brownsville,TX,Cameron County,78521,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13833
169,31.7101,-98.980004,1101,Ave D,Brownwood,TX,Brown County,76801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20424
170,31.727949,-98.986031,1001,Belle Plain St,Brownwood,TX,Brown County,76801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15172
171,31.730862,-98.991582,403,Lakeway Dr,Brownwood,TX,Brown County,76801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11553
176,30.644831,-96.361468,2505,S College Ave,Bryan,TX,Brazos County,77801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9611
177,30.649715,-96.33444,1806,Wilde Oak Cir,Bryan,TX,Brazos County,77802,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11493
172,30.675622,-96.369033,408,E 24th St,Bryan,TX,Brazos County,77803,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11492
174,30.668869,-96.380379,410,S Randolph Ave,Bryan,TX,Brazos County,77803,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11495
175,30.656767,-96.380829,1700,Groesbeck St,Bryan,TX,Brazos County,77803,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11494
135,30.312272,-94.088664,3964,Farm To Market Rd 1131,Evadale,TX,Jasper County,77615,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14179
64,32.428209,-97.404486,660,County Rd 903,Cleburne,TX,Johnson County,76033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7669
173,30.675622,-96.369033,408,E 24th St,Bryan,TX,Brazos County,77803,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10514
196,32.3892,-100.864158,301,E 3rd St,Colorado City,TX,Mitchell County,79512,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11509
189,30.323482,-95.442719,1405,Airport Rd,Conroe,TX,Montgomery County,77301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13729
190,30.308928,-95.452723,301,Ave E,Conroe,TX,Montgomery County,77301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7971
191,30.319934,-95.458404,1207,N Thompson St,Conroe,TX,Montgomery County,77301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7778
192,30.314371,-95.467026,1022,McCall Ave,Conroe,TX,Montgomery County,77301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13728
193,30.37466,-95.479584,4495,N Frazier St,Conroe,TX,Montgomery County,77303,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11659
194,30.374942,-95.481075,4501,N Frazier St,Conroe,TX,Montgomery County,77303,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11657
197,29.512935,-98.288902,8555,E Loop 1604 N,Converse,TX,Bexar County,78109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14728
179,31.128488,-97.898243,108,E Halstead Ave,Copperas Cove,TX,Coryell County,76522,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11613
199,31.119552,-97.879098,811,Martin Luther King Jr,Copperas Cove,TX,Coryell County,76522,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8144
104,27.796465,-97.402049,709,Waco St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8014
105,27.794453,-97.405419,513,Sam Rankin St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13828
106,27.794453,-97.405419,513,Sam Rankin St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14606
107,27.794453,-97.405419,513,Sam Rankin St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13827
108,27.789618,-97.403814,210,S Alameda St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9803
109,27.794486,-97.406554,513,Josephine St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11453
110,27.794495,-97.406407,501,Josephine St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11540
111,27.781538,-97.398844,813,Buford St,Corpus Christi,TX,Nueces County,78404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13829
113,27.755973,-97.392567,658,Robinson St,Corpus Christi,TX,Nueces County,78404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11510
103,27.796184,-97.399844,919,Leopard St,Corpus Christi,TX,Nueces County,78401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14605
112,27.796674,-97.411548,1919,Leopard St,Corpus Christi,TX,Nueces County,78408,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11447
14,32.797014,-96.802909,2707,Routh St,Dallas,TX,Dallas County,75201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8168
19,32.778194,-96.793961,1822,Young St,Dallas,TX,Dallas County,75201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11567
20,32.776935,-96.79435,711,S St Paul St,Dallas,TX,Dallas County,75201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7456
21,32.775954,-96.791432,1818,Corsicana St,Dallas,TX,Dallas County,75201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10109
22,32.775954,-96.791432,1818,Corsicana St,Dallas,TX,Dallas County,75201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16010
27,32.755245,-96.807315,1128,Reverend Cbt Smith St,Dallas,TX,Dallas County,75203,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14220
18,32.786025,-96.788083,402,N Good Latimer Expy,Dallas,TX,Dallas County,75204,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8025
29,32.745438,-96.826195,233,W 10th St,Dallas,TX,Dallas County,75208,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7607
30,32.739894,-96.825739,224,W Page Ave,Dallas,TX,Dallas County,75208,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7891
26,32.767628,-96.751397,2706,S 2nd Ave,Dallas,TX,Dallas County,75210,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14703
24,32.771509,-96.797902,1100,Cadiz St,Dallas,TX,Dallas County,75215,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7376
25,32.767144,-96.758167,3110,Metropolitan Ave,Dallas,TX,Dallas County,75215,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14854
10,32.818185,-96.81346,4411,Lemmon Ave,Dallas,TX,Dallas County,75219,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7495
31,32.722697,-96.828165,341,W Woodin Blvd,Dallas,TX,Dallas County,75224,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13634
23,32.778953,-96.775839,2929,Hickory St,Dallas,TX,Dallas County,75226,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7150
34,32.651557,-96.830533,522,Shadyway Dr,Dallas,TX,Dallas County,75232,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14931
11,32.812626,-96.829205,4815,Cass St,Dallas,TX,Dallas County,75235,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16009
12,32.813872,-96.837553,5302,Harry Hines Blvd,Dallas,TX,Dallas County,75235,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11545
13,32.808938,-96.870058,3211,Irving Blvd,Dallas,TX,Dallas County,75247,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8172
40,32.660409,-96.624719,13134,Nile Dr,Dallas,TX,Dallas County,75253,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9982
204,33.759929,-96.539426,331,W Morton St,Denison,TX,Grayson County,75020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7523
42,33.230704,-97.142746,1014,W University Dr,Denton,TX,Denton County,76201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7482
41,33.215471,-97.113299,1508,E McKinney St,Denton,TX,Denton County,76209,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11546
208,35.858948,-101.976382,306,W 7th St,Dumas,TX,Moore County,79029,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7946
212,31.765484,-106.471227,221,N Lee St,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7911
213,31.764073,-106.477027,1220,Myrtle Ave,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15997
214,31.764102,-106.476645,1208,Myrtle Ave,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15996
215,31.760106,-106.479753,1003,E San Antonio Ave,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7127
216,31.751216,-106.477951,1014,S Virginia St,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15998
218,31.750885,-106.485574,920,S Oregon St,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13210
219,31.750885,-106.485574,920,S Oregon St,El Paso,TX,El Paso County,79901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16000
217,31.766944,-106.490106,1020,N Campbell St,El Paso,TX,El Paso County,79902,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7689
210,31.767943,-106.426947,5300,Paisano Dr,El Paso,TX,El Paso County,79905,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11520
211,31.767296,-106.440735,4300,E Paisano Dr,El Paso,TX,El Paso County,79905,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15999
220,31.726685,-106.351688,8023,San Jose Rd,El Paso,TX,El Paso County,79915,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11541
209,31.796555,-106.449466,3700,Altura Ave,El Paso,TX,El Paso County,79930,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16001
53,32.745841,-97.317617,1100,E Lancaster Ave,Fort Worth,TX,Tarrant County,76102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9690
